date,link,link_name,snippet,language,title,abstract,pdf_link,domain,search_term,query_date,BADLINK,DONEPDF,GOTTEXT,GOTSCORE,GOTSPECIES,score,species,daysago
2021-10-22,https://www.nature.com/articles/nature15697?error=cookies_not_supported&code=3ef2017f-f954-45dc-b1b2-4f6c915e90ca,A comprehensive phylogeny of birds (Aves) using targeted ...,A phylogeny of birds is presented from targeted genomic sequencing of 198 species of living birds representing all major avian lineages; the results find five major clades forming successive ...,en,A comprehensive phylogeny of birds (Aves) using targeted next-generation DNA sequencing,"A phylogeny of birds is presented from targeted genomic sequencing of 198 species of living birds representing all major avian lineages; the results find five major clades forming successive sister taxa to the rest of Neoaves and do not support the recently proposed Neoavian clades of Columbea and Passerea. The evolutionary relationships of bird species remain a contentious issue. Richard Prum et al. used targeted genomic sequencing to compare more than 259 nuclear loci from each of 198 living bird species, representing all major avian lineages and two crocodilian outgroups. The results favour a phylogeny consisting of five major clades forming successive sister taxa to the rest of Neoaves, and do not support two recently proposed Neoavian clades — Columbea and Passerea — as natural groups. Although reconstruction of the phylogeny of living birds has progressed tremendously in the last decade, the evolutionary history of Neoaves—a clade that encompasses nearly all living bird species—remains the greatest unresolved challenge in dinosaur systematics. Here we investigate avian phylogeny with an unprecedented scale of data: &gt;390,000 bases of genomic sequence data from each of 198 species of living birds, representing all major avian lineages, and two crocodilian outgroups. Sequence data were collected using anchored hybrid enrichment, yielding 259 nuclear loci with an average length of 1,523 bases for a total data set of over 7.8 × 107 bases. Bayesian and maximum likelihood analyses yielded highly supported and nearly identical phylogenetic trees for all major avian lineages. Five major clades form successive sister groups to the rest of Neoaves: (1) a clade including nightjars, other caprimulgiforms, swifts, and hummingbirds; (2) a clade uniting cuckoos, bustards, and turacos with pigeons, mesites, and sandgrouse; (3) cranes and their relatives; (4) a comprehensive waterbird clade, including all diving, wading, and shorebirds; and (5) a comprehensive landbird clade with the enigmatic hoatzin (Opisthocomus hoazin) as the sister group to the rest. Neither of the two main, recently proposed Neoavian clades—Columbea and Passerea1—were supported as monophyletic. The results of our divergence time analyses are congruent with the palaeontological record, supporting a major radiation of crown birds in the wake of the Cretaceous–Palaeogene (K–Pg) mass extinction.",https://www.nature.com/articles/nature15697.pdf,nature.com,plushcrown,2022-04-09,0,0,1,1,1,-9.35172269752088,"['hoatzin', 'opisthocomus hoazin']",180
2022-02-03,https://link.springer.com/article/10.1007/s12011-021-03074-6,Wildlife hair as bioindicators of metal exposure ...,"Mammals’ species and feeding was suggested to greatly influence metal bioaccumulation . It ... sometimes small mammals, and birds. It can consume fruit and vegetables when ecological conditions are not optimal. The consumption of carcasses (scavenging) is possible in winter. The Red fox (Vulpes vulpes, Linnaeus 1758) belongs to the order Carnivora and the family Canidae. The area of ...",en,Wildlife hair as bioindicators of metal exposure,"Animal hair is a useful biomonitoring tool for assessing the occurrence of trace elements in ecosystems. Essential (chromium, copper, iron, manganese, nickel, and zinc) and nonessential (aluminum, arsenic, cadmium, mercury, lead, palladium, platinum, rubidium, tin, and vanadium) elements were investigated in hair of badger (Meles meles), wild boar (Sus scrofa), marmot (Marmota marmota), wolf (Canis lupus), fox (Vulpes vulpes) and deer (Cervus elaphus) from Northwestern Italy. Badger was found to be the highest bioaccumulator of metals, while wolf, fox and deer recorded the lowest values. Essential elements contribute in higher degree to the sum of metals for all species except for wild boar. Results have shown that animals with omnivorous diet such as badger, marmot and wild boar have metal content (especially Al, As, Cr, Cu, Fe, Ni, V) higher than carnivores (wolf and fox) and herbivores (deer) and could represent an effective sentinel of environmental exposure to metals.",https://link.springer.com/content/pdf/10.1007/s12011-021-03074-6.pdf,link.springer.com,poma,2022-04-13,0,0,1,1,1,-9.35375563462447,,76
2020-04-30,https://avianres.biomedcentral.com/articles/10.1186/s40657-020-00195-9,Comparing the intestinal bacterial ... - Avian Research,"The Hooded Crane ( Grus monacha ) as a vulnerable (VU) species in the IUCN Red List of Threatened Species (IUCN 2020) is a large migratory waterbird that overwinters in Japan, South Korea, and in the middle and lower Yangtze River floodplain in China (Jiao et al. 2014 ).",en,Comparing the intestinal bacterial communies of sympatric wintering Hooded Crane (Grus monacha) and Domestic Goose (Anser anser domesticus),"Gut microbiota play crucial roles in host health. Wild birds and domestic poultry often occupy sympatric habitats, which facilitate the mutual transmission of intestinal microbes. However, the distinct intestinal microbial communities between sympatric wild birds and poultry remain unknown. At present, the risk of interspecies transmission of pathogenic bacteria between wild and domestic host birds is also a research hotspot. This study compared the intestinal bacterial communities of the overwintering Hooded Crane (Grus monacha) and the Domestic Goose (Anser anser domesticus) at Shengjin Lake, China, using Illumina high-throughput sequencing technology (Mi-Seq platform). Our results revealed that Firmicutes, Actinobacteria, Proteobacteria, Bacteroidetes and Chloroflexi were the dominant bacterial phyla in both hosts. The gut bacterial community composition differed significantly between sympatric Hooded Cranes and Domestic Geese. However, the hosts exhibited little variation in gut bacterial alpha-diversity. The relative abundance of Firmicutes was significantly higher in the guts of the Hooded Cranes, while the relative abundances of Actinobacteria, Proteobacteria, Bacteroidete and Chloroflexi were significantly higher in guts of Domestic Geese. Moreover, a total of 132 potential pathogenic operational taxonomic units (OTUs) were detected in guts of Hooded Cranes and Domestic Geese, and 13 pathogenic OTUs (9.8%) were found in both host guts. Pathogenic bacterial community composition and diversity differed significantly between hosts. The results showed that the gut bacterial community composition differs significantly between sympatric Hooded Cranes and Domestic Geese. In addition, potential pathogens were detected in the guts of both Hooded Cranes and Domestic Geese, with 13 pathogenic OTUs overlapping between the two hosts, suggesting that more attention should be paid to wild birds and poultry that might increase the risk of disease transmission in conspecifics and other mixed species.",https://avianres.biomedcentral.com/track/pdf/10.1186/s40657-020-00195-9,avianres.biomedcentral.com,gosling,2022-04-09,0,0,1,1,1,-9.3593911167273,"['anser anser', 'grus monacha', 'hooded crane']",720
2019-06-22,https://link.springer.com/article/10.1007/s10211-019-00319-5,Molecular evidence of bird-eating behavior in Nyctalus ...,"The presence of bird DNA (Passeriformes, Sylvidae, L. ochotensis) in one sample of a female N. aviator was confirmed with the three primer pairs (COI, CytB-short, and CytB-long). The rest of the analyzed samples did not show evidence of bird DNA. We assigned the sequences from the one successful sample to a single bird species with 100% similarity.",en,Molecular evidence of bird-eating behavior in Nyctalus aviator,"Insectivorous bats consume a large variety of food items. Previous observations of feathers found in feces led to the hypothesis that the birdlike noctule (Nyctalus aviator, Vespertilionidae) could prey on birds. To test the hypothesis, we analyzed fecal samples from six species (Barbastella pacifica, Murina hilgendorfi, Myotis frater, N. aviator, Plecotus sacrimontis, and Vespertilio sinensis) collected from central Hokkaido, Japan, via DNA barcoding. We identified the presence of the Middendorff’s grasshopper warbler (Locustella ochotensis) in the diet of a pregnant individual of N. aviator. All the other samples proved negative regarding bird prey DNA. This is the first time that the consumption of a bird by N. aviator is confirmed with molecular evidence. Our findings add invaluable insight into the diet of this bat and its potentially opportunistic foraging behavior.",https://link.springer.com/content/pdf/10.1007/s10211-019-00319-5.pdf,link.springer.com,wahlberg,2022-04-11,0,0,1,1,1,-9.36492395238229,"['locustella ochotensis', 'grasshopper warbler']",1033
2019-08-13,https://link.springer.com/article/10.1007/s10646-019-02086-2,Factors affecting MeHg bioaccumulation in stream biota ...,"Representative samples of each species were selected in the field, euthanized according to protocol (Dartmouth College IACUC Protocol #10-04-06), placed in an acid-cleaned plastic bag, and preserved on dry ice until freezing at −20 °C back at the lab. In the laboratory, each individual was again weighed and measured for total length. We selected samples for mercury and stable isotope ...",en,Factors affecting MeHg bioaccumulation in stream biota: the role of dissolved organic carbon and diet,"The bioaccumulation of the neurotoxin methylmercury (MeHg) in freshwater ecosystems is thought to be mediated by both water chemistry (e.g., dissolved organic carbon [DOC] and dissolved mercury [Hg]) and diet (e.g., trophic position and diet composition). Hg in small streams is of particular interest given their role as a link between terrestrial and aquatic processes. Terrestrial processes determine the quantity and quality of streamwater DOC, which in turn influence the quantity and bioavailability of dissolved MeHg. To better understand the effects of water chemistry and diet on Hg bioaccumulation in stream biota, we measured DOC and dissolved Hg in stream water and mercury concentration in three benthic invertebrate taxa and three fish species across up to 12 tributary streams in a forested watershed in New Hampshire, USA. As expected, dissolved total mercury (THg) and MeHg concentrations increased linearly with DOC. However, mercury concentrations in fish and invertebrates varied non-linearly, with maximum bioaccumulation at intermediate DOC concentrations, which suggests that MeHg bioavailability may be reduced at high levels of DOC. Further, MeHg and THg concentrations in invertebrates and fish, respectively, increased with δ15N (suggesting trophic position) but were not associated with δ13C. These results show that even though MeHg in water is strongly determined by DOC concentrations, mercury bioaccumulation in stream food webs is the result of both MeHg availability in stream water and trophic position.",https://link.springer.com/content/pdf/10.1007/s10646-019-02086-2.pdf,link.springer.com,soyeux,2022-04-11,0,0,1,1,1,-9.37002746398392,,981
2020-07-01,https://www.ace-eco.org/vol15/iss2/art4/,"Avian Conservation and Ecology: Noise, avian abundance ...","For example, juvenile and adult male American Redstart ( Setophaga ruticilla) distributions are negatively correlated at small scales because of territoriality, but positively correlated at larger scales because of similar habitat requirements (Sherry and Holmes 1988).",en,"Noise, avian abundance, and productivity at banding stations across the Continental United States","ABSTRACT
Noise is an increasingly common component of the natural world, due in large part to human activity. Anthropogenic noise negatively impacts abundance, health, and reproduction in many songbird populations. A few studies have reported altered abundance at larger scales. But whether continental trends are being detected at banding stations, which also offer data on productivity and survivorship, is unknown. Further, it is not known whether localized trends correlate with population trends observed at larger scales. We used breeding season data from 1160 constant-effort banding stations (Monitoring Avian Productivity and Survivorship; MAPS) and a spatially explicit noise model to determine whether abundance and productivity were related to mean noise level or spatial heterogeneity (SD) in noise within a 1-km station radius for 72 passerine species. We also determined whether particular life history traits were predictive of noise responses, and compared continental results to those from local studies. Increasing mean noise level was associated with declines in abundance for 27.1% of species and productivity in 22.1% species. Increasing heterogeneity was associated with declines in abundance for 14.3% species and productivity in 14.7% species. The relationship between noise and abundance was not correlated with the relationship between noise and productivity, and acoustic and life history traits were not related to noise responses. Continental results were similar to localized data in 43.1% and 21.4% of species for abundance and productivity, respectively. Although some patterns differed between the local and continental scale, our results indicate that the MAPS banding dataset is capable of detecting noise-associated impacts on abundance and productivity. This is currently the only large-scale dataset capable of quantifying the relationship between noise and productivity in the continental USA, although other datasets exist elsewhere that may also contribute to our understanding of noise impacts at the larger scale.
RÉSUMÉ
Le bruit est une composante de plus en plus courante du monde naturel et causé en grande partie par l'activité humaine. Le bruit d'origine anthropique a un impact négatif sur l'abondance, la santé et la reproduction de nombreuses populations d'oiseaux chanteurs. Quelques études ont fait état d'une diminution d'abondance à plus grande échelle. On ignore si des tendances continentales sont détectées aux stations de baguage, lesquelles fournissent également des données sur la productivité et la survie. De plus, on ne sait pas si les tendances locales sont corrélées aux tendances de populations observées à plus grande échelle. Nous avons utilisé les données en saison de reproduction issues de 1160 stations de baguage à effort constant (programme « Monitoring Avian Productivity and Survivorship »; MAPS) et un modèle de bruit spatialement explicite pour déterminer si l'abondance et la productivité étaient liées au niveau de bruit moyen ou à l'hétérogénéité spatiale (SD) du bruit dans un rayon d'1 km de la station pour 72 espèces de passereaux. Nous avons également déterminé si des traits particuliers du cycle de vie étaient prédictifs des réactions au bruit, et nous avons comparé les résultats continentaux à ceux d'études locales. L'augmentation du niveau de bruit moyen a été associée à une diminution de l'abondance chez 27,1 % des espèces et de la productivité chez 22,1 % des espèces. Une hétérogénéité croissante a été associée à des baisses d'abondance chez 14,3 % des espèces et des baisses de productivité chez 14,7 % des espèces. La relation entre le bruit et l'abondance n'a pas été corrélée avec la relation entre le bruit et la productivité, et les caractéristiques acoustiques et du cycle de vie n'ont pas été liées aux réactions au bruit. Les résultats à l'échelle continentale étaient similaires aux données à l'échelle locale chez 43,1 % et 21,4 % des espèces pour l'abondance et la productivité, respectivement. Bien que certaines tendances diffèrent aux échelles locale et continentale, nos résultats indiquent que l'ensemble de données de baguage MAPS a la capacité de détecter les impacts du bruit sur l'abondance et la productivité. Il s'agit actuellement du seul ensemble de données à grande échelle permettant de quantifier la relation entre le bruit et la productivité aux États-Unis continentaux, bien qu'il existe d'autres jeux de données qui pourraient également contribuer à notre compréhension des impacts du bruit à plus grande échelle.",http://www.ace-eco.org/vol15/iss2/art4/ACE-ECO-2020-1633.pdf,ace-eco.org,redstart,2022-04-09,0,0,1,1,1,-9.37195381355222,['ou'],658
2020-05-25,https://www.nature.com/articles/s41559-020-1209-3,Convergent molecular evolution among ash species resistant ...,OMA was then rerun with the modified species-tree topology specified in Newick format through the ... T. B. et al. Convergent regulatory evolution and loss of flight in paleognathous birds ...,en,Convergent molecular evolution among ash species resistant to the emerald ash borer,"Recent studies show that molecular convergence plays an unexpectedly common role in the evolution of convergent phenotypes. We exploited this phenomenon to find candidate loci underlying resistance to the emerald ash borer (EAB, Agrilus planipennis), the United States’ most costly invasive forest insect to date, within the pan-genome of ash trees (the genus Fraxinus). We show that EAB-resistant taxa occur within three independent phylogenetic lineages. In genomes from these resistant lineages, we detect 53 genes with evidence of convergent amino acid evolution. Gene-tree reconstruction indicates that, for 48 of these candidates, the convergent amino acids are more likely to have arisen via independent evolution than by another process such as hybridization or incomplete lineage sorting. Seven of the candidate genes have putative roles connected to the phenylpropanoid biosynthesis pathway and 17 relate to herbivore recognition, defence signalling or programmed cell death. Evidence for loss-of-function mutations among these candidates is more frequent in susceptible species than in resistant ones. Our results on evolutionary relationships, variability in resistance, and candidate genes for defence response within the ash genus could inform breeding for EAB resistance, facilitating ecological restoration in areas invaded by this beetle. By assembling the genomes of 22 Fraxinus species and conducting comparisons including further species, the authors identify candidate loci for emerald ash borer resistance that have evolved convergently.",https://www.nature.com/articles/s41559-020-1209-3.pdf,nature.com,oma'o,2022-04-11,0,0,1,1,1,-9.42721318435168,,695
2021-12-15,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0261444,Migratory wild birds carrying multidrug-resistant ...,"In terms of migratory bird species, the proportion of samples containing E. coli was higher in wading birds than swimming birds (46.2% [300/649] vs. 23.3% [149/639], respectively). With the “Aihui-Tengchong Line” as a boundary, the sampling areas were divided into northern and southern regions. The northern region included Inner Mongolia and the Ningxia Hui Autonomous Region, while all ...",en,Migratory wild birds carrying multidrug-resistant Escherichia coli as potential transmitters of antimicrobial resistance in China,"Migratory birds play an important role in the spread of multidrug-resistant (MDR) bacteria. To investigate the prevalence of MDR Escherichia coli in migratory birds in China and potential relationships with the environment, a total of 1387 samples (fecal samples, cloacal swabs, or throat swabs) were collected from migratory birds from three different river basins in China. The collected samples were processed and subjected to bacteriological examinations. Antimicrobial susceptibility testing of the recovered isolates was performed using the E-test for the detection of minimum inhibitory concentrations (MICs). Some antibiotic resistance genes were detected and the PCR products were confirmed by sequencing. In total, 478 (34.7%) E. coli isolates were recovered. The results showed that the drug-resistant E. coli isolates were highly resistant to β-lactams (43.7%) and tetracycline (22.6%), and 73 (15.3%) were MDR, including eight that were extended spectrum β-lactamase-positive. The retrieved strains harbored the blaCTX-M, blaTEM-1, tet(A), tet(B), tet(M), sul1, sul2, sul3, cmlA, floR, and intI1 genes with a prevalence of 5.9%, 36.4%, 80.5%, 11.9%, 6.8%, 6.8%, 47.5%, 12.7%, 50.8%, 37.3%, and 61.0%, respectively. The drug resistance rate of the isolates from southern China was higher than those from northern China. The E. coli samples collected for migratory birds in the Pearl River Basin had the highest proportion (46.7%) MDR isolates. Furthermore, MDR bacteria carried by migratory birds were closely related to the antibiotic content in the basin, which confirms that MDR bacteria carried by migratory birds are likely acquired from the environment. This study also confirmed that migratory birds are potential transmitters of MDR bacteria, demonstrating the need to reduce the use and emission of antibiotics and further in-depth studies on the mechanisms underlying drug resistance of bacteria.",https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0261444&type=printable,journals.plos.org,étoilé,2022-04-05,0,0,1,1,1,-9.42730777298032,,126
2021-05-01,http://www.ace-eco.org/vol16/iss1/art18/,Avian Conservation and Ecology: On the North American ...,"The House Sparrow ( Passer domesticus) is one of the most widespread invasive birds, native to Eurasia and North Africa, and has successfully invaded many regions from across the world. The House Sparrow was successfully introduced in 1852 into North America and quickly invaded most of the North American continent, except the Florida Peninsula.",en,On the North American invasion of the House Sparrow and its absence in the Yucatan Peninsula,"ABSTRACT
Biological invasions occur when individuals of alien species establish and colonize new locations. The House Sparrow (Passer domesticus) is one of the most widespread invasive birds, native to Eurasia and North Africa, and has successfully invaded many regions from across the world. The House Sparrow was successfully introduced in 1852 into North America and quickly invaded most of the North American continent, except the Florida Peninsula. Currently, the species is found throughout agricultural and urban landscapes of North America except the Yucatan Peninsula. We analyzed the invasion process of the House Sparrow in order to determine why it is absent from the Yucatan Peninsula. For this, we focused our assessment on historical records of the species together with climatic variables. Using an ordination analysis, we compared the climatic space of the North American records for the House Sparrow with that of the Yucatan Peninsula, as well as those before and after the Florida Peninsula invasion, which took sparrows longer to fully colonize. We found that climate may represent an important driver in the process of invasion in the North American invasion of House Sparrows, probably delaying the Florida invasion, and so far, preventing the Yucatan Peninsula invasion. Our results suggest that the absence of the House Sparrow in the Yucatan Peninsula could be a temporal delay, as occurred in the Florida Peninsula; yet, climatic conditions in the Yucatan Peninsula show important differences from those of the Florida Peninsula. Given the species' plasticity and generalist life history traits, it is possible that the House Sparrow may overcome present climatic restrictions and invade the Yucatan Peninsula if proper management is not set in action.
RÉSUMÉ
Les invasions biologiques se produisent lorsque des individus d'espèces étrangères s'établissent et colonisent de nouveaux territoires. Natif d'Eurasie et d'Afrique du Nord, le moineau domestique (Passer domesticus) est l'un des oiseaux invasifs les plus répandus et a envahi avec succès de nombreuses régions du monde. Le moineau domestique a été introduit avec succès en Amérique du Nord en 1852 et a rapidement envahi la plus grande partie du continent nord-américain, à l'exception de la péninsule de Floride. Cette espèce est actuellement présente dans tous les paysages agricoles et urbains d'Amérique du Nord, à l'exception de la péninsule du Yucatan. Nous avons analysé le processus d'invasion du moineau domestique afin de déterminer les raisons de son absence dans la péninsule du Yucatan. Pour ce faire, nous avons concentré notre évaluation sur les dossiers historiques de l'espèce ainsi que sur les variables climatiques. Par une analyse d'ordination, nous avons comparé l'espace climatique des registres d'Amérique du Nord concernant le moineau domestique avec celui de la péninsule du Yucatan, ainsi que ceux qui ont précédé et suivi l'invasion de la péninsule de Floride, où la colonisation du moineau domestique a demandé plus de temps. Nous avons constaté que le climat pourrait constituer un facteur majeur du processus d'invasion de l'Amérique du Nord par le moineau domestique, ce qui a probablement retardé l'invasion de la Floride et jusqu'à présent, a empêché l'invasion de la péninsule du Yucatan. Nos résultats suggèrent que l'absence de moineaux domestiques dans la péninsule du Yucatan pourrait résulter d'un retard temporaire, comme ce fut le cas dans la péninsule de Floride ; pourtant, les conditions climatiques dans la péninsule du Yucatan présentent d'importantes différences par rapport à celles de la péninsule de Floride. Compte tenu de la plasticité de l'espèce et des caractéristiques historiques de la vie généraliste, il est possible que le moineau domestique parvienne à surmonter les restrictions climatiques actuelles et à envahir la péninsule du Yucatan si une gestion adéquate n'est pas mise en place.",http://www.ace-eco.org/vol16/iss1/art18/ACE-ECO-2021-1835.pdf,ace-eco.org,majeur,2022-04-08,0,0,1,1,1,-9.43744122968397,"['moineau domestique', 'house sparrow', 'passer domesticus']",354
2020-08-01,https://www.ace-eco.org/vol15/iss2/art6/,Avian Conservation and Ecology: Movement ecology and ...,"For migratory species such as Black Scoters ( Melanitta americana) whose range encompasses a variety of habitats, it is especially important to obtain habitat use information across the species’ range to better understand anthropogenic threats, e.g., marine development and climate change.",en,Movement ecology and habitat use differences in Black Scoters wintering along the Atlantic coast,"ABSTRACT
For migratory species such as Black Scoters (Melanitta americana) whose range encompasses a variety of habitats, it is especially important to obtain habitat use information across the species’ range to better understand anthropogenic threats, e.g., marine development and climate change. The objective of our study was to investigate the winter movement patterns and habitat use of Black Scoters in the Atlantic Ocean by quantifying the following key movement indices: number of wintering sites, arrival and departure dates to and from the wintering grounds, days at a wintering site, area of a wintering site, distance between wintering sites, and differences in habitat features of wintering sites. We also tested if winter movement patterns varied by sex or along a latitudinal gradient. To quantify winter movement patterns of Black Scoters, we used satellite telemetry data from 2009 to 2012 (n = 29 tagged females and 15 males for a total of 66 winter seasons, 38 female winter seasons, 28 male winter seasons). Our results indicated that the average wintering site area and distance between wintering sites varied with latitude. Wintering sites located at southern latitudes were larger and further apart than wintering sites located at more northern latitudes. Additionally, wintering sites varied in bathymetry, distance to shore, and the slope of the ocean floor at different latitudes; northern wintering sites were in deeper waters, closer to shore, and on steeper slopes than southern wintering sites. Our results suggest that habitat use may differ by latitude, indicating that habitats used in northern locations may not be representative of habitats used in more southern wintering areas. Understanding variation of habitat use along a latitudinal gradient will enable managers to focus sampling effort for Black Scoter abundance and distribution along the Atlantic coast and provide insight on the wintering ecology and movement of Black Scoters.
RÉSUMÉ
Pour les espèces migratrices dont l'aire de répartition englobe une variété d'habitats telles que la Macreuse à bec jaune (Melanitta americana), il est primordial d'obtenir des informations sur l'utilisation des habitats dans l'ensemble de l'aire de répartition de l'espèce afin de mieux comprendre les menaces d'origine anthropique, dont l'exploitation des ressources maritimes et le changement climatique. L'objectif de notre étude était d'examiner les patrons de déplacements hivernaux et l'utilisation des habitats de la Macreuse à bec jaune dans l'océan Atlantique, en quantifiant les principaux indices de déplacement suivants : nombre de sites d'hivernage, dates d'arrivée et de départ des sites d'hivernage, jours passés sur un site d'hivernage, superficie d'un site d'hivernage, distance entre les sites d'hivernage et différences dans les caractéristiques d'habitats aux sites d'hivernage. Nous avons également vérifié si les patrons de déplacements hivernaux variaient selon le sexe ou un gradient latitudinal. Pour quantifier les patrons de déplacements hivernaux de la Macreuse à bec jaune, nous avons utilisé des données de télémétrie par satellite de 2009 à 2012 (n = 29 femelles et 15 mâles pour un total de 66 hivers, soit 38 hivers pour les femelles et 28 hivers pour les mâles). Nos résultats ont indiqué que la superficie moyenne des sites d'hivernage et la distance entre les sites d'hivernage variaient en fonction de la latitude. Les sites d'hivernage situés aux latitudes sud étaient plus grands et plus éloignés les uns des autres que les sites d'hivernage situés aux latitudes nord. En outre, les sites d'hivernage variaient en termes de bathymétrie, de distance par rapport au rivage et de pente du fond océanique à différentes latitudes; les sites d'hivernage situés au nord se trouvaient dans des eaux plus profondes, plus près du rivage et sur des pentes plus raides que les sites d'hivernage situés au sud. Nos résultats indiquent que l'utilisation des habitats peut varier en fonction de la latitude, nous portant à croire que les habitats utilisés dans les zones d'hivernage septentrionales ne sont peut-être pas représentatifs des habitats utilisés dans les zones plus méridionales. La compréhension des différences dans l'utilisation des habitats le long d'un gradient latitudinal permettra aux gestionnaires de concentrer leurs efforts de suivi de l'abondance et de la répartition de la Macreuse à bec jaune le long de la côte atlantique et fournit un aperçu de l'écologie hivernale et des déplacements de la Macreuse à bec jaune.",http://www.ace-eco.org/vol15/iss2/art6/ACE-ECO-2020-1654.pdf,ace-eco.org,eider,2022-04-05,0,0,1,1,1,-9.43916719902606,"['melanitta americana', 'black scoter', 'ou']",627
2020-08-01,http://www.ace-eco.org/vol15/iss2/art6/,Avian Conservation and Ecology: Movement ecology and ...,"There were 44 birds that provided data for a least one winter with 18 birds providing data for more than one wintering season (Table 1). Black Scoters used 1.8 (95% CI: 1.6–2.0) distinct wintering sites on average (one wintering site n = 25, two wintering sites n = 27, and three wintering sites n = 14). In three winter seasons, Black Scoters’ third wintering site was the same as the first ...",en,Movement ecology and habitat use differences in Black Scoters wintering along the Atlantic coast,"ABSTRACT
For migratory species such as Black Scoters (Melanitta americana) whose range encompasses a variety of habitats, it is especially important to obtain habitat use information across the species’ range to better understand anthropogenic threats, e.g., marine development and climate change. The objective of our study was to investigate the winter movement patterns and habitat use of Black Scoters in the Atlantic Ocean by quantifying the following key movement indices: number of wintering sites, arrival and departure dates to and from the wintering grounds, days at a wintering site, area of a wintering site, distance between wintering sites, and differences in habitat features of wintering sites. We also tested if winter movement patterns varied by sex or along a latitudinal gradient. To quantify winter movement patterns of Black Scoters, we used satellite telemetry data from 2009 to 2012 (n = 29 tagged females and 15 males for a total of 66 winter seasons, 38 female winter seasons, 28 male winter seasons). Our results indicated that the average wintering site area and distance between wintering sites varied with latitude. Wintering sites located at southern latitudes were larger and further apart than wintering sites located at more northern latitudes. Additionally, wintering sites varied in bathymetry, distance to shore, and the slope of the ocean floor at different latitudes; northern wintering sites were in deeper waters, closer to shore, and on steeper slopes than southern wintering sites. Our results suggest that habitat use may differ by latitude, indicating that habitats used in northern locations may not be representative of habitats used in more southern wintering areas. Understanding variation of habitat use along a latitudinal gradient will enable managers to focus sampling effort for Black Scoter abundance and distribution along the Atlantic coast and provide insight on the wintering ecology and movement of Black Scoters.
RÉSUMÉ
Pour les espèces migratrices dont l'aire de répartition englobe une variété d'habitats telles que la Macreuse à bec jaune (Melanitta americana), il est primordial d'obtenir des informations sur l'utilisation des habitats dans l'ensemble de l'aire de répartition de l'espèce afin de mieux comprendre les menaces d'origine anthropique, dont l'exploitation des ressources maritimes et le changement climatique. L'objectif de notre étude était d'examiner les patrons de déplacements hivernaux et l'utilisation des habitats de la Macreuse à bec jaune dans l'océan Atlantique, en quantifiant les principaux indices de déplacement suivants : nombre de sites d'hivernage, dates d'arrivée et de départ des sites d'hivernage, jours passés sur un site d'hivernage, superficie d'un site d'hivernage, distance entre les sites d'hivernage et différences dans les caractéristiques d'habitats aux sites d'hivernage. Nous avons également vérifié si les patrons de déplacements hivernaux variaient selon le sexe ou un gradient latitudinal. Pour quantifier les patrons de déplacements hivernaux de la Macreuse à bec jaune, nous avons utilisé des données de télémétrie par satellite de 2009 à 2012 (n = 29 femelles et 15 mâles pour un total de 66 hivers, soit 38 hivers pour les femelles et 28 hivers pour les mâles). Nos résultats ont indiqué que la superficie moyenne des sites d'hivernage et la distance entre les sites d'hivernage variaient en fonction de la latitude. Les sites d'hivernage situés aux latitudes sud étaient plus grands et plus éloignés les uns des autres que les sites d'hivernage situés aux latitudes nord. En outre, les sites d'hivernage variaient en termes de bathymétrie, de distance par rapport au rivage et de pente du fond océanique à différentes latitudes; les sites d'hivernage situés au nord se trouvaient dans des eaux plus profondes, plus près du rivage et sur des pentes plus raides que les sites d'hivernage situés au sud. Nos résultats indiquent que l'utilisation des habitats peut varier en fonction de la latitude, nous portant à croire que les habitats utilisés dans les zones d'hivernage septentrionales ne sont peut-être pas représentatifs des habitats utilisés dans les zones plus méridionales. La compréhension des différences dans l'utilisation des habitats le long d'un gradient latitudinal permettra aux gestionnaires de concentrer leurs efforts de suivi de l'abondance et de la répartition de la Macreuse à bec jaune le long de la côte atlantique et fournit un aperçu de l'écologie hivernale et des déplacements de la Macreuse à bec jaune.",http://www.ace-eco.org/vol15/iss2/art6/ACE-ECO-2020-1654.pdf,ace-eco.org,bec,2022-04-09,0,0,1,1,1,-9.43916719902606,"['melanitta americana', 'black scoter', 'ou']",627
